ACTION,TARGET_NAME,PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_LOCATION,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3,REQUEST_DATE
add_access,4797,36877,8,33290,33429,33431,33430,6,58386,33426,33427,33428,2008-05-06 15:24:53
add_access,7489,50075,44965,33290,39341,9,33291,6,39340,33283,36494,33285,2009-10-09 10:16:28
add_access,8100,33413,8,33369,33406,33309,33370,6,37451,2,33365,4,2009-11-27 15:40:19
add_access,6895,52892,8,33290,33549,33289,33526,6,52891,33521,34787,33523,2006-12-28 12:07:55
add_access,9511,61378,8,33290,34041,33289,33678,6,38056,33426,33675,33428,2008-05-15 15:25:36
remove_access,3510,66496,8,33388,35491,33431,33968,6,45543,33316,34256,33317,2009-11-24 09:31:39
remove_access,10127,48781,8,33290,35374,33431,33430,6,48862,33426,33675,33428,2008-11-13 11:24:51
remove_access,9345,37107,8,33290,33549,9,33526,6,33548,33521,34787,33523,2010-07-12 17:33:16
remove_access,10606,37491,8,33290,33866,33431,33905,6,49189,33299,33866,33301,2008-10-14 11:53:10
remove_access,9813,42966,8,33904,34611,34576,42967,6,34609,2,34610,4,2006-06-16 15:34:03
remove_access,6677,65397,8,33290,45870,33326,33362,6,45869,33339,35899,33341,2010-08-16 11:05:10
add_access,8253,70387,8,33290,35972,9,33362,6,53149,33416,35971,33418,2009-10-07 14:16:29
add_access,9409,36940,8,33290,35835,33431,33863,6,42844,33316,33385,33317,2009-04-14 08:33:02
add_access,10145,72920,45804,33290,34041,33289,33678,6,34040,33426,33675,33428,2009-12-23 21:54:18
add_access,3203,35467,8,33844,33854,33431,33968,6,35558,33426,33853,33428,2008-11-04 15:32:44
remove_access,9795,40144,8,33296,34917,33326,11,6,34951,2,3,4,2006-07-10 02:07:03
add_access,9420,33518,8,33388,34480,9,33430,6,39614,33316,34024,33317,2009-10-21 09:26:39
add_access,11206,33518,8,33422,33573,9,33430,6,33831,33416,33529,33418,2010-08-18 11:23:54
add_access,10323,65003,8,33290,39584,33326,34545,6,34579,33316,33385,33317,2009-09-11 13:25:20
add_access,8453,7,8,33313,33467,9,11,6,36447,2,3,4,2010-01-19 08:48:45
add_access,9809,33336,8,33276,33307,33275,11,6,33435,2,3,4,2005-11-07 16:24:23
add_access,4344,36431,8,33290,33524,33289,33526,6,67076,33521,33522,33523,2010-04-26 08:23:06
add_access,9771,33336,8,33313,33279,33275,11,6,34606,2,3,4,2005-11-07 16:27:59
remove_access,3163,47917,8,33408,36903,33309,33370,6,38308,2,33365,4,2010-04-30 09:57:06
add_access,9667,33933,8,33369,33366,33309,33370,6,33932,2,33365,4,2007-11-12 08:27:11
add_access,2193,33770,8,33290,33769,33289,33347,6,33767,2,33768,4,2009-12-31 13:27:32
add_access,7845,37904,8,33844,33854,33326,33362,6,37903,33426,33853,33428,2010-03-16 08:34:46
add_access,9148,48670,8,33844,36556,33309,33930,6,36006,33426,33927,33428,2010-06-22 15:49:10
remove_access,9773,40783,8,33313,34200,33289,33657,6,34796,2,33730,4,2008-01-03 04:12:43
add_access,11008,76169,33777,33290,35374,33345,33461,6,42248,33426,33675,33428,2005-11-08 10:00:00
add_access,11008,51826,8,33904,33870,33431,11,6,38700,2,3,4,2007-04-04 08:54:22
add_access,6115,43488,8,33290,35972,33326,33461,6,38475,33416,35971,33418,2009-10-19 17:29:53
add_access,7009,45329,8,33290,33549,33268,33270,6,39801,33521,33265,33523,2010-01-27 09:16:15
add_access,7013,55903,8,33290,48624,34576,34613,6,34571,33283,33447,33285,2008-10-14 09:12:57
add_access,8243,33862,8,33290,42721,9,33863,6,42720,33316,33385,33317,2008-06-02 15:28:49
add_access,9772,41783,8,33313,33769,33289,33347,6,49449,2,33768,4,2005-11-08 10:00:00
add_access,8944,44837,8,33290,40737,33431,600,6,44078,33283,33584,33285,2009-01-27 16:28:42
add_access,7414,40456,8,33290,35112,33431,33291,6,35705,33416,33529,33418,2010-01-01 09:56:58
add_access,7186,33518,8,33290,33621,9,33430,6,44761,33426,33621,33428,2010-07-06 18:44:05
remove_access,9828,54186,8,10,35629,33345,11,6,53063,2,3,4,2008-03-20 04:09:26
add_access,10838,33518,8,33290,33866,9,33430,6,40884,33299,33866,33301,2006-03-07 19:52:33
add_access,9336,37107,8,33290,33549,9,33526,6,54332,33521,34787,33523,2009-09-02 12:25:11
add_access,6891,33518,8,33290,33731,33431,33430,6,38505,2,33730,4,2009-09-30 09:17:34
remove_access,9729,41554,8,33313,34535,33309,34553,6,41553,33283,33447,33285,2009-04-15 04:15:02
add_access,3200,75101,33538,33290,33536,33431,34780,6,74444,33283,33284,33285,2008-07-02 15:57:24
add_access,5405,7,8,33313,33467,9,11,6,38349,2,3,4,2010-02-19 08:27:24
add_access,10083,7,8,33455,33453,9,11,6,65235,2,3,4,2009-03-06 14:36:49
add_access,8204,33518,8,33422,35822,33289,33430,6,36252,33283,33284,33285,2007-11-13 08:17:28
add_access,10160,35265,8,33388,34257,33289,33930,6,35264,33316,34256,33317,2005-11-08 10:00:00
add_access,9226,45082,8,33290,36964,33289,33291,6,45081,33283,36963,33285,2009-09-16 08:12:36
remove_access,9722,33862,8,33290,37490,9,33863,6,38077,33299,33395,33301,2007-12-28 12:53:02
add_access,4023,57887,8,33455,33568,33431,33526,6,37672,2,34012,4,2009-07-08 10:25:03
add_access,8248,33862,8,33290,33861,9,33863,6,39808,33299,33395,33301,2008-05-26 03:02:46
add_access,9139,37551,8,10,33769,33289,33347,6,35845,2,33768,4,2010-01-26 08:37:38
add_access,7348,36877,8,33290,34280,33431,33430,6,35203,33416,34279,33418,2010-05-18 09:46:56
add_access,9287,65110,8,33290,53382,33326,33526,6,35012,33521,34787,33523,2009-01-29 09:01:32
add_access,9351,57802,8,33290,36928,34576,36052,6,36050,33521,36927,33523,2009-12-31 08:47:44
remove_access,8315,36281,8,33290,34353,33431,33905,6,34352,33316,34024,33317,2010-02-19 11:50:35
remove_access,9795,52830,8,33290,36964,33326,33291,6,38789,33283,36963,33285,2006-09-11 02:10:49
add_access,10987,75566,8,33313,33438,33289,33712,6,75565,2,3,4,2009-11-17 09:51:52
remove_access,7411,55942,8,33290,34412,33431,33291,6,52731,33283,34411,33285,2010-04-01 15:38:49
add_access,8557,46230,40163,33290,38008,9,33291,6,46229,33283,40641,33285,2009-08-06 10:26:10
add_access,8880,33518,8,33290,36641,9,33430,6,40608,33283,34432,33285,2010-06-03 09:52:52
add_access,10108,44295,8,33290,42245,33431,33430,6,35395,2,33730,4,2010-04-15 16:28:47
add_access,10893,33691,8,33290,33936,9,33430,6,37643,33283,33447,33285,2009-07-29 08:32:05
add_access,8035,71148,8,34210,35516,33345,34242,6,55860,33416,34207,33418,2010-02-02 09:55:56
add_access,9004,67214,8,33290,33549,33289,33526,6,33548,33521,34787,33523,2010-01-12 10:32:08
add_access,4603,34390,8,33296,33438,33309,11,6,41343,2,3,4,2009-07-01 20:36:51
remove_access,9811,77294,8,33290,36151,33326,33291,6,37960,33283,36150,33285,2010-05-18 11:08:03
add_access,9682,37592,34005,33408,33966,33289,33370,6,39666,2,33365,4,2010-04-23 09:53:45
add_access,6367,33616,8,33290,33593,9,33461,6,70775,33416,33529,33418,2008-10-23 12:56:51
add_access,4251,77960,8,33290,33549,33431,33526,6,37283,33521,34787,33523,2009-12-21 07:01:50
add_access,9683,33933,8,33369,33366,33309,33370,6,36470,2,33365,4,2009-01-28 08:33:49
add_access,7013,42053,8,33904,34016,33431,33423,6,42052,2,33730,4,2010-05-18 12:45:18
add_access,8253,33518,8,33904,33902,9,33430,6,41788,2,33730,4,2008-03-17 14:33:45
add_access,9483,36016,8,33290,40460,9,34539,6,40595,33299,36226,33301,2009-04-17 15:29:26
add_access,11276,33336,8,33313,33279,33275,11,6,35100,2,3,4,2009-10-15 08:47:35
add_access,2352,33518,35217,35218,35215,9,33430,6,44928,33339,35215,33341,2010-08-04 15:00:21
add_access,9813,33489,8,33313,33307,33275,11,6,33825,2,3,4,2005-11-07 16:24:02
add_access,4955,41027,34005,33290,40011,33431,33291,6,41065,33283,33323,33285,2010-06-29 02:36:47
add_access,8308,34568,8,33290,35454,9,34569,6,41062,33426,35335,33428,2010-08-02 10:05:29
remove_access,9729,39143,8,33313,34573,33289,33595,6,37839,33283,34572,33285,2008-08-11 04:18:48
add_access,5034,37150,8,33290,34047,33345,34046,6,37149,34046,34047,34048,2008-07-21 09:43:07
add_access,9674,35162,8,33369,33366,9,33370,6,36953,2,33365,4,2007-03-22 08:20:35
add_access,10734,42050,33751,33290,33667,9,33291,6,42049,33283,33666,33285,2009-07-27 17:39:49
add_access,3151,36051,8,33290,33524,34576,36052,6,36050,33521,33522,33523,2009-06-05 15:26:48
remove_access,10188,46134,8,33296,43529,33431,33347,6,39030,33347,43529,33502,2009-06-16 11:15:52
remove_access,10108,33518,8,33290,35454,9,33430,6,35453,33426,35335,33428,2008-08-07 11:11:37
add_access,1305,33518,8,33290,34251,9,33430,6,41788,2,33730,4,2009-02-03 08:45:06
remove_access,6100,55167,8,33290,37667,33289,33657,6,37666,33299,33395,33301,2009-10-22 16:19:06
add_access,9264,45697,8,33290,36137,33345,33291,6,42121,33283,36136,33285,2005-07-20 09:17:29
add_access,10538,40328,8,33290,34047,33326,34046,6,40327,34046,34047,34048,2008-03-24 09:13:06
add_access,9151,44454,8,33290,33302,33431,34851,6,37279,33299,33300,33301,2010-04-09 07:42:26
add_access,10130,36281,8,33290,33840,33431,33905,6,40597,33299,33395,33301,2008-08-19 15:20:03
remove_access,3608,77159,36963,33290,33775,33345,34577,6,35788,33283,33323,33285,2009-01-14 17:58:04
add_access,8557,34557,8,33290,33602,9,33430,6,35104,33299,33601,33301,2006-11-30 14:21:35
remove_access,9828,43965,8,33313,35629,33431,33403,6,35711,2,3,4,2009-10-01 04:13:32
remove_access,9814,35120,8,33313,34200,33289,33657,6,42144,2,33730,4,2005-05-06 02:12:33
add_access,7913,33336,8,33313,33279,33275,11,6,33924,2,3,4,2010-05-10 11:34:40
remove_access,9811,33518,8,33290,33731,9,33430,6,36384,2,33730,4,2008-09-05 08:53:15
add_access,3213,60828,8,33290,35159,33431,33526,6,35158,33521,35659,33523,2008-05-06 09:42:10
add_access,10500,34568,33421,33422,33828,9,34569,6,38270,33416,33689,33418,2009-05-18 15:40:18
add_access,7378,43566,33751,33290,33667,33431,33291,6,37502,33283,33666,33285,2010-06-22 09:59:11
remove_access,11033,33691,8,33290,34251,33431,35134,6,34451,2,33730,4,2007-08-29 16:48:59
add_access,7303,52258,8,33290,33676,33289,33678,6,37858,33426,33675,33428,2009-05-28 15:30:04
add_access,6176,40783,8,33313,34200,33289,33657,6,34796,2,33730,4,2008-07-29 08:30:59
add_access,10639,33518,8,33290,33602,9,33430,6,39488,33299,33601,33301,2007-10-04 22:20:58
add_access,3660,41299,8,33290,33621,33326,33430,6,39185,33426,33621,33428,2010-08-09 08:47:34
add_access,7089,43554,8,33269,33266,33326,11,6,35854,2,3,4,2010-05-06 08:42:35
add_access,11008,56676,8,33290,34862,33326,33526,6,53174,33521,34861,33523,2006-09-28 09:02:24
add_access,10587,33677,8,33290,34041,33309,33678,6,37858,33426,33675,33428,2008-08-12 09:16:26
add_access,8448,39453,37369,33290,35963,33345,33430,6,42880,33416,35962,33418,2008-08-11 09:12:06
add_access,3125,63338,8,33290,36928,33326,33526,6,41559,33521,36927,33523,2009-07-10 15:30:16
remove_access,9811,37080,8,33290,33775,33431,33461,6,41620,33283,33323,33285,2008-02-27 08:07:28
add_access,7453,33518,33344,33346,33598,33431,33430,6,36036,33339,33895,33341,2008-02-26 10:54:58
remove_access,8064,36757,8,33408,33366,33309,33370,6,36756,2,33365,4,2009-02-10 14:58:44
add_access,10538,41649,8,33290,34047,9,34046,6,38919,34046,34047,34048,2008-02-21 08:35:01
add_access,8600,37757,8,33455,33307,33309,11,6,35073,2,3,4,2010-07-17 05:39:22
remove_access,5098,45449,8,33290,35207,33289,33526,6,35206,33521,34787,33523,2009-10-01 10:28:17
add_access,8785,77153,75239,33290,34381,9,33461,6,47902,33283,33584,33285,2010-05-05 08:38:26
add_access,8453,48351,8,33269,33266,33431,33678,6,36287,2,3,4,2009-04-20 09:41:17
add_access,11267,72794,8,10,33769,33309,33347,6,40296,2,33768,4,2009-09-30 11:22:38
add_access,9733,34727,8,33313,33307,33309,11,6,35686,2,3,4,2007-10-22 14:02:10
add_access,9601,33518,8,33290,34251,9,33430,6,34250,2,33730,4,2005-07-13 07:44:51
remove_access,6466,41265,8,33290,33545,33268,33270,6,36897,33521,33544,33523,2009-01-21 15:32:35
remove_access,7654,33478,8,33290,42633,33431,33430,6,42131,33416,33529,33418,2009-10-07 11:04:34
remove_access,7772,36850,8,33290,33667,33431,33461,6,37502,33283,33666,33285,2010-05-28 09:40:44
add_access,4228,74708,8,33290,35475,34576,43075,6,53401,33357,35474,33359,2009-12-08 09:58:15
add_access,11126,37491,8,33290,39065,33431,33905,6,39064,33316,34024,33317,2005-11-08 10:00:00
remove_access,9619,36249,8,33290,33916,33431,33430,6,36504,33416,33689,33418,2006-05-22 08:56:49
remove_access,7101,63361,8,33290,34131,33431,33291,6,40235,33283,40171,33285,2009-09-03 15:39:44
add_access,8567,35895,8,33290,36730,33431,33526,6,45169,33521,38331,33523,2009-12-08 15:47:23
add_access,7489,52147,8,33290,33667,33289,33291,6,52146,33283,33666,33285,2009-11-05 12:12:09
add_access,9175,54002,8,33290,36226,33431,34539,6,37748,33299,36226,33301,2009-12-31 13:02:32
add_access,6946,36249,8,33290,40724,33431,33430,6,40723,33416,35971,33418,2008-06-03 17:23:25
remove_access,9809,33336,8,33276,33307,33275,11,6,34419,2,3,4,2006-09-25 02:08:55
add_access,9983,38254,8,33290,37824,34576,38255,6,38253,33316,37824,33317,2009-01-05 08:54:34
remove_access,3938,65547,8,33290,34131,33431,33291,6,40235,33283,40171,33285,2008-08-15 13:40:53
remove_access,8064,33413,8,33369,33406,33309,33370,6,34098,2,33365,4,2009-01-23 16:53:52
add_access,10337,38078,8,33290,37490,33431,33430,6,38077,33299,33395,33301,2009-01-27 11:55:54
add_access,8557,46618,8,33290,33667,34576,34577,6,34571,33283,33666,33285,2009-10-22 07:35:12
remove_access,9063,33947,8,33290,35454,9,33430,6,44688,33426,35335,33428,2009-08-19 15:19:26
add_access,10161,35816,8,33290,33676,9,33678,6,35815,33426,33675,33428,2009-10-13 09:59:09
add_access,10408,33691,8,33290,37863,9,33430,6,37862,33316,34024,33317,2006-03-16 09:09:58
remove_access,76,72683,8,33617,33615,9,33618,6,35457,33416,33614,33418,2009-09-28 11:54:29
add_access,2566,34918,8,33313,33590,33431,11,6,65404,2,3,4,2009-11-24 08:31:33
remove_access,8944,33518,8,33290,33812,9,33430,6,50208,33299,33601,33301,2009-01-21 09:48:20
add_access,11105,33518,8,33290,33866,9,33430,6,46245,33299,33866,33301,2008-05-27 10:23:16
add_access,9288,38547,8,33290,33517,9,33430,6,34106,33357,33458,33359,2010-01-04 10:57:56
add_access,9617,33518,8,33388,34353,9,33430,6,46825,33316,34024,33317,2009-05-14 16:38:15
add_access,7434,60110,33777,33290,33775,33326,33291,6,36343,33283,33323,33285,2009-05-17 12:55:23
add_access,3278,45986,8,33290,33549,33289,33526,6,35655,33521,34787,33523,2008-10-21 09:11:56
add_access,10734,47737,8,33290,35612,33289,33370,6,47736,33416,33529,33418,2010-01-15 10:16:21
add_access,9567,33518,8,33388,34353,33289,33430,6,46825,33316,34024,33317,2009-08-11 09:08:40
add_access,10733,64762,8,34493,34491,33270,33587,6,64761,33283,34490,33285,2010-01-15 10:19:34
add_access,9809,33489,8,33313,33438,33275,11,6,33488,2,3,4,2005-11-07 16:21:08
add_access,9264,46408,8,33290,33667,33326,33291,6,38301,33283,33666,33285,2007-09-11 00:36:56
remove_access,7654,75316,8,33313,36385,33431,33657,6,36384,2,33730,4,2009-10-07 11:12:03
remove_access,8058,37111,8,33290,34433,33431,34435,6,37110,33283,34432,33285,2009-03-13 17:24:09
add_access,7110,33677,8,33290,33787,33289,33678,6,36234,33426,33675,33428,2009-01-08 11:44:59
add_access,7350,34668,8,33408,33366,33309,33370,6,34667,2,33365,4,2010-02-26 10:42:20
add_access,11032,54989,8,33904,33902,33345,33461,6,44057,2,33730,4,2010-05-11 15:45:10
remove_access,11316,33489,8,33296,33307,33275,11,6,33648,2,3,4,2006-08-07 17:30:53
add_access,5260,36850,35217,35218,35215,33431,33461,6,44725,33339,35215,33341,2010-04-14 11:15:27
add_access,9965,33947,8,33290,33999,9,33430,6,36639,33426,33427,33428,2009-06-23 18:52:51
add_access,7348,33518,8,33290,34134,9,33430,6,35913,33416,33476,33418,2010-05-18 09:46:56
add_access,3282,54526,8,33290,40807,33431,33347,6,39260,33347,37549,33502,2009-09-22 09:46:02
add_access,2922,36798,8,33290,35551,9,33291,6,36797,33283,33584,33285,2008-12-17 08:51:17
add_access,10733,33343,33344,33346,33342,33345,33347,6,33338,33339,33340,33341,2009-10-22 16:12:49
add_access,2660,39165,8,33290,34793,33326,33430,6,41181,33299,33601,33301,2009-07-04 12:48:45
add_access,8793,33933,8,33369,33366,33309,33370,6,33932,2,33365,4,2010-03-30 10:19:16
remove_access,7778,35927,8,33290,35926,9,33304,6,35925,33339,34566,33341,2009-04-22 13:18:41
add_access,11077,76138,8,33904,42245,33326,33657,6,52520,2,33730,4,2010-07-19 13:49:29
remove_access,6466,33333,8,33290,33545,33268,33270,6,35902,33521,33544,33523,2010-06-15 12:41:48
add_access,10110,33691,8,33290,33731,33431,33430,6,52734,2,33730,4,2008-09-10 01:06:45
add_access,7537,59206,8,33290,36490,33431,33430,6,44551,33283,33284,33285,2008-08-18 15:25:36
add_access,6931,35165,8,33290,41152,33431,33526,6,59397,33521,41152,33523,2009-02-12 15:24:23
add_access,866,36240,8,33290,36239,33326,33430,6,36238,33316,33385,33317,2009-06-23 03:49:11
add_access,11336,57802,8,33290,36928,34576,36052,6,36050,33521,36927,33523,2009-11-30 12:16:48
add_access,7477,71311,44965,33290,34662,34576,34577,6,34571,33283,36494,33285,2009-03-13 15:36:40
remove_access,8064,37592,8,33408,33966,33289,33370,6,34658,2,33365,4,2010-06-30 15:54:43
remove_access,6992,46408,8,33290,33667,33326,33291,6,38301,33283,33666,33285,2009-10-19 16:44:07
add_access,9634,33518,35217,35218,35215,9,33430,6,43236,33339,35215,33341,2010-05-07 15:36:33
add_access,7016,76037,36228,33290,34412,33326,33291,6,33322,33283,34411,33285,2007-10-28 19:58:19
add_access,3037,76580,8,33290,35159,33345,33526,6,44588,33521,35659,33523,2009-01-13 09:01:54
add_access,10701,33622,8,33290,33360,9,33604,6,35102,33357,33358,33359,2010-01-28 08:55:07
add_access,10790,33518,8,33290,34752,9,33430,6,34798,33299,34471,33301,2010-06-08 11:26:15
remove_access,10797,37491,8,33290,37386,33289,33905,6,38816,33299,34471,33301,2010-04-27 15:38:43
add_access,8793,53601,8,33290,33621,9,34569,6,60015,33426,33621,33428,2007-09-18 16:43:38
add_access,3125,35895,8,33290,34862,33431,33526,6,56566,33521,34861,33523,2009-10-05 21:27:39
remove_access,9733,7,8,33313,33467,9,11,6,51280,2,3,4,2010-02-23 04:14:58
add_access,5034,48876,8,33290,34047,33326,34046,6,44817,34046,34047,34048,2008-07-21 09:43:07
add_access,11336,58193,8,33290,33524,33326,33526,6,33520,33521,33522,33523,2005-11-08 10:00:00
add_access,7787,47903,8,33290,34381,33326,33291,6,47902,33283,33584,33285,2010-07-08 09:12:38
add_access,7870,33336,8,33276,33307,33275,11,6,34321,2,3,4,2008-11-20 16:46:28
remove_access,10712,33518,8,33290,34793,33431,33430,6,34995,33299,33601,33301,2006-07-21 15:52:24
add_access,9347,76016,8,33369,33366,9,38385,6,35694,2,33365,4,2006-12-28 18:16:40
add_access,10596,39850,37369,33290,36505,33326,33430,6,42427,33416,33689,33418,2009-07-15 15:34:39
remove_access,9811,36850,8,33290,36490,33431,33461,6,40766,33283,33284,33285,2010-08-27 13:00:31
add_access,9362,37592,8,33408,36100,33289,33370,6,39666,2,33365,4,2006-03-13 09:17:49
add_access,15,33677,8,33290,33787,33289,33678,6,38376,33426,33675,33428,2009-10-09 10:09:16
add_access,10283,54288,8,33290,40045,33289,33347,6,40044,33347,36118,33502,2010-06-21 08:49:29
add_access,7558,77214,8,33290,33517,33431,33430,6,44900,33357,33458,33359,2009-09-21 15:08:50
add_access,8532,35556,8,33844,33928,33309,33930,6,35555,33426,33927,33428,2007-08-01 08:08:50
add_access,8885,33518,8,33290,33731,33431,33430,6,38505,2,33730,4,2009-07-01 12:02:27
remove_access,8344,44454,8,33290,33302,33431,34851,6,41181,33299,33300,33301,2009-03-25 11:26:17
add_access,9669,37366,8,33290,42620,33326,33347,6,59315,33347,42620,33502,2008-10-31 09:32:50
add_access,6425,40660,8,33290,34597,33289,33347,6,49430,33347,34597,33502,2010-08-24 11:45:42
add_access,7348,34557,36228,33290,33690,9,33430,6,46800,33416,33689,33418,2010-05-18 09:46:56
add_access,5607,33616,8,34210,35516,33289,33461,6,38150,33416,34207,33418,2010-07-28 06:24:30
remove_access,3928,36296,34572,33290,34573,33289,33291,6,46598,33283,34572,33285,2009-11-04 20:08:10
add_access,11132,46483,8,33269,34200,9,33657,6,34389,2,33730,4,2008-04-11 11:54:37
add_access,3927,51794,33751,33290,35516,34576,34577,6,34239,33416,33529,33418,2008-07-29 08:30:07
remove_access,3016,42624,8,33617,33615,33289,33618,6,41456,33416,33614,33418,2010-05-11 11:08:04
add_access,8311,39453,8,33290,33517,33345,33430,6,41986,33357,33458,33359,2008-12-08 11:10:09
add_access,9771,33336,8,33313,33279,33275,11,6,34606,2,3,4,2005-11-07 16:07:53
add_access,9454,44875,35217,35218,35215,33431,33362,6,44725,33339,35215,33341,2010-06-24 13:15:34
add_access,2660,68458,8,33290,38008,34576,34577,6,34571,33283,40641,33285,2008-07-29 18:01:49
add_access,9237,36281,8,33290,34353,33431,33905,6,34352,33316,34024,33317,2009-03-18 08:52:30
add_access,7186,70346,8,33290,36151,33326,33291,6,36149,33283,36150,33285,2007-12-21 10:51:15
add_access,3163,36731,33421,33422,36730,33431,33526,6,36729,33416,34542,33418,2009-11-30 08:44:53
remove_access,3173,49327,8,33290,34862,33345,33526,6,45267,33521,34861,33523,2008-06-11 10:20:54
remove_access,9811,71157,8,33290,33615,33345,33604,6,37117,33416,33689,33418,2007-02-23 14:39:46
add_access,9297,33518,33344,33346,38650,33326,33430,6,38649,33339,33895,33341,2006-09-27 14:11:24
add_access,9771,33336,8,33313,33279,33275,11,6,37449,2,3,4,2009-12-22 12:43:26
add_access,8220,37350,8,33408,33366,33309,33370,6,37349,2,33365,4,2010-04-14 12:47:27
add_access,11339,33947,8,33290,34025,9,33430,6,40217,33316,34024,33317,2010-03-26 09:38:39
add_access,10502,39829,33421,33422,34543,9,34717,6,47255,33416,34542,33418,2009-09-28 09:44:43
add_access,2301,54009,8,33296,34200,9,33657,6,38171,2,33730,4,2009-11-20 08:38:52
add_access,11271,33336,8,33313,33438,33275,11,6,36023,2,3,4,2009-10-14 10:55:05
add_access,7017,52861,8,33290,35228,33289,33739,6,37563,33283,35227,33285,2007-07-23 17:15:57
add_access,2664,33776,33777,33290,33775,33431,33291,6,33774,33283,33323,33285,2010-08-18 12:03:22
add_access,9771,39546,8,33313,33438,33309,11,6,35675,2,3,4,2005-11-07 16:26:58
remove_access,9803,33336,8,33276,33279,33275,11,6,36456,2,3,4,2008-02-15 17:45:25
remove_access,9729,34390,8,33313,33438,33309,11,6,42144,2,3,4,2006-08-29 02:19:29
remove_access,9620,70900,8,38785,38783,33431,33291,6,59160,33283,33584,33285,2005-08-16 08:03:24
add_access,9771,33336,8,33313,33279,33275,11,6,34336,2,3,4,2005-11-07 16:20:51
add_access,5880,33770,8,33290,33769,33289,33347,6,33767,2,33768,4,2010-07-26 14:12:12
add_access,4023,63494,8,33290,34862,9,33526,6,53579,33521,34861,33523,2008-02-11 17:47:11
add_access,8793,70756,8,33290,34182,33431,33430,6,36690,2,34181,4,2008-11-11 17:55:06
add_access,2297,55702,8,33290,42245,9,33430,6,37919,2,33730,4,2009-07-14 01:52:17
add_access,8248,33518,8,33388,34025,9,33430,6,36198,33316,34024,33317,2010-07-27 12:12:31
remove_access,7546,33518,8,33290,36490,9,33430,6,36489,33283,33284,33285,2010-06-03 16:14:33
add_access,7356,36506,8,33290,36505,9,34569,6,36504,33416,33689,33418,2010-05-18 09:44:22
add_access,9343,42286,8,33290,36696,33326,33430,6,42285,33299,33790,33301,2007-03-12 12:30:02
add_access,9343,33518,8,33290,37490,33289,33430,6,41894,33299,33395,33301,2008-05-15 10:40:13
remove_access,8589,34799,8,33290,33621,33431,33430,6,55468,33426,33621,33428,2008-05-12 15:25:14
add_access,10734,68737,8,33313,33568,9,33628,6,60646,2,3,4,2007-11-30 09:04:30
add_access,6993,35428,8,33290,35427,33431,33526,6,35426,33521,35427,33523,2009-10-20 08:31:59
add_access,7654,33862,8,33290,33861,9,33863,6,39808,33299,33395,33301,2008-05-26 03:05:49
remove_access,9871,33518,8,33388,35625,9,33430,6,37933,33316,34256,33317,2009-10-05 08:56:02
add_access,8567,43808,8,33290,36088,33431,33526,6,43807,33521,36087,33523,2010-08-09 09:04:00
